class,tweet
0,rt [MENTION]: 1 good girl is worth 1000 bitches
0,[MENTION] way to delete your tweets you stanky bitch
0,dumb nigguh
0,rt [MENTION]: having a friend thats a hoe but boring is probably depressing.
0,my bitch cold not average. you couldnt fuck my last bitch [EMOJI][EMOJI][EMOJI]
0,[MENTION] son. we the sammich family out this bitch. she know joey love sammiches.
0,[MENTION] whatever lol my tan line is retarded. lol was that other tweet a subtweet
0,[MENTION] marshall law! whatever you coon
1,"[MENTION] [MENTION] so you support ""illegals"" coming here and spreading disease among americans dream that bitch!"
0,"that bitch told me to control myself, i told her to go find yourself"
0,now my side bitch my main bitch cause my main bitch aint feelin me no moe
0,rt [MENTION]: all you hoes is still gon be hoes tomorrow.
0,tired of these hoes breathing my air.
0,"rt [MENTION]: freeze bitch, im gonna steal your heart [URL]"
0,"[MENTION] ahh i see, im still a rook about the knowledge of the hoe. but im progressing."
0,anytime somebody say u wan hear a funny that shit gon be trash..
0,that awkward moment when you hold the door for someone and they use the door next to it.. like bitch you better back the fuck up.
0,rt [MENTION]: these hoes ain loyal
0,rt [MENTION]: “[MENTION]: [MENTION] [MENTION] fucking pussy thats why” exactly. let me @ the nigga [MENTION] were talking about …
0,[MENTION] didnt you propose the brilliant idea of college students packing heat? you are a savant! [HASH] teabaggers
0,"rt [MENTION]: ah, i can smell it,. its just about ready. *opens the oven up and pulls out a sshitty burnt up ritz cracker* my perfect boys lu…"
0,dis bitch by my side and ill never be broken. [URL]
0,"""[MENTION]: bitches hold they nigga down when he get locked up... but if a nigga go to college or the military its a different story. [EMOJI]"""
0,"a hoe nigga will not be tolerated,"
0,[MENTION] mannn mexicans in houston love their high school freshman hoes
0,it the principle of the matter bitch! [EMOJI]
0,[MENTION] ya damn right nigglet! :d
0,rt [MENTION]: you a faggot if you use uber because real niggas drive drunk
0,“[MENTION]: bitch wanna date the flyest nigga then be shocked when he has hoes lol”
0,i saw so many basic bitches just picking up my school schedule i kinda wanted to throw up tbh.
0,"rt [MENTION]: lookie here folks  im not a chocolate, thick, natural haired female  nudes=trash"
0,"""[MENTION]: toto means ass or vagina?""i think pussy cause toto santi is like nasty pussy"
0,"[MENTION] [MENTION] bitch stfu u livin off our tax money too, we pay shit just like u so dont get that white power shit to head"
0,pop that pussy for a real nigga
0,this bitch is tryna start shit at dennys asking us if we took a picture of them lmfao bitch whut
0,"[MENTION] [MENTION] its funny how this page quoted my tweet about the term ""camel jockey"" bc i am a fucking arab you dumbass [EMOJI]"
0,rt [MENTION]: flappy birds cheat codes [URL]
0,[MENTION] was good my niggah lol
0,"bitch you frooooontin, bitch you frooooontin. lol"
0,space brownies [EMOJI]
0,when ya name gain weight ya ex bitches cant let go
0,[MENTION] here come the desperate hoes [EMOJI]
0,rt [MENTION]: after ya girl walks in ya crib and has hoes for ya niggas. [URL]
0,"rt [MENTION]: the thing about houston and austin gays is 99% are hoes, aint no wholesome bitches"
0,rt [MENTION]: [MENTION] your retarded
0,[MENTION] [MENTION] you fucked that bitch!
1,"rt [MENTION]: ""what can banks do to show engagement with the queer community?"" ""hire trans women"""
0,"[MENTION] yess bitch cuts, colors, and curls ha self."
0,i see a real nicca when i look in the mirror
0,rt [MENTION]: [MENTION] damn where you on house arrest at ? & yup in tht bitch like [EMOJI][EMOJI][EMOJI]
0,ya bitch wnna ride with me
0,well jennas getting a yellow lab so i know where ill be whenever im home
0,find a big butt bitch somewhere and get my nuts kissed [EMOJI][EMOJI][EMOJI][EMOJI][EMOJI][EMOJI]
0,rt [MENTION]: bitches love miley cyrus and rihanna cuz they speak to every girls inner hoe
0,hit me up with plans nigs
0,"you know what they say, the early bird gets the worm. *puts gummy worms in your morning coffee*"
0,[MENTION] bitches or wat
0,“[MENTION]: eliot was a pussy.” mmmmmether
0,crazy ass! rt [MENTION]: i been acting so mean ratchet and ghetto i crack myself up
1,rt [MENTION]: whats black and yellow and not going to win this year? wrong! the answer is tiger woods.
0,when see u an oldhead rocking a bruce lee top with a durag on in the park randomly giving a group of street niggas a ghetto karate class
0,[MENTION] stfu bitch
0,designer belt with a trash fit is still trash..
0,all my old hoes gone love my video
0,rt [MENTION]: bitch u lame af.... get with the times and pop that ass rt [MENTION]: this makes me kinda sad [URL]
0,"good thing about you hoes, u aint hoes forever. ur expiration date will come to"
0,just in case the day couldnt get better wifes rav 4 had a flat and being the redneck i am i put 16 inch rims on it so there goes $200x2
0,"[MENTION] spurs bitch thats the team, you dont want no problems"
0,rt [MENTION]: [MENTION] nigguh waldo had chipotle waiting for him at his house lucky soab lol
0,"rt [MENTION]: chocolate pussy ""[MENTION]: 4. favorite candy?"""
0,"he could be right... any hoe they had in the 11wd, niggas from the hood ran thru em...."
0,word... but what r dms? rt [MENTION] a twitter crush is some bitch shit. man up & enter her dms bruh
0,"he died for a reason rt [MENTION]: ""[MENTION]: i didnt follow you back cuz you fat, bitch. foh large hoe."" jesus aint pleased fam"
0,"rt [MENTION]: a person needs just three things to be truly happy in the world: someone to love, something to do, and something to ho…"
0,bitches rather be petty with his hoes instead of posting bail now that ah really fck em up.....psa
0,rt [MENTION]: only retards and dads roll lawful good.
0,[MENTION] [MENTION] [MENTION] i was implying you were the bro & them two aint nothin but lil hoes..cmon now i or you kim
0,[MENTION] these hoes aint loyal
1,late night phone convos with my hoomie that nigga a gook
0,[MENTION] please acknowledge my existence you amazing son of a bitch
0,rt [MENTION]: im such a bitch lmao i really just say whats on my mind though cant help it
0,rt [MENTION]: all i see on my timeline is ebola ebola ebola i hate school  ebola  ebola some twitter hoes selfie ebola ebola pull out ga…
0,“[MENTION]: tony romo in my [HASH] bitches” [URL]
0,if i wasnt a yankee fan i probably would be a sf giants fan lol
0,rt [MENTION]: look at all the chicks [MENTION] follow and tell me he aint got hoes. [URL]
0,rt [MENTION]: rt [MENTION]: let a nigga try me try me im a fuck all the hoes in his family
0,rt [MENTION]: “[MENTION]: 90 percent yo bitch with me 100 percent that scrap with me”
0,im so high high high that a bitch cant blow my high
1,zimmerman we comin for yo life bitch. [URL]
0,"[MENTION] yep, them bitches are dumb af....loyal but dumb lol"
0,watching richie rich! on tv..even he wanted to kick it with the ghetto kids..  shows yuh how much money aint a thang!...
0,you said thats yo bitch but that bitch look fu [EMOJI]
0,"ya need a real nigga shawty, so come & throw that pussy shawty.  studio"
1,[MENTION] roid rage much faggot?
0,rt [MENTION]: i forgot one letter guys i promise im not an illiterate hillbilly [EMOJI]
0,"[MENTION] okaaaaay bitch never do we care , edges still laid. [EMOJI]"
0,[MENTION] lmao real shit though them bitches be dumb as fuck smh
0,[MENTION] trash
0,im flexin on these bitches all gold bottles no bombay
0,on a mission to find some zebra cakes
1,"rt [MENTION]: while the men will often be rambling and retarded, the women will appear trashy and tipsy, lawless and lustful [URL]"
0,rt [MENTION]: everyday i turn more into a cold heartless bitch.
0,bad foreign bitch she a walkin ferrari
0,rt [MENTION]: rt [MENTION]: most trash halloween candy of all time. dont debate me on this [URL]
0,awwwwww rt [MENTION]: that aint my hoe.
1,lmao rt [MENTION] if u live wit ya girl and u do dishes u a faggot
0,[MENTION] [EMOJI][EMOJI][EMOJI][EMOJI][EMOJI][EMOJI]bitch you outta line
0,[MENTION] sheeze a yellow bone
0,no this bitch [MENTION] did not yell down the steps to tell me dont eat her damn chicken.[EMOJI][EMOJI] tf
0,"rt [MENTION]: 2-2! adam henrique cleans up the trash in front of the net, tying the game for the [HASH] with 11:06 left in regulation! …"
0,[MENTION] [MENTION] i gotta see that hoe in person cause im sleeping on that hoe for now
0,mfs dont care about tha kid except a few of my niggas & my bitch
0,beat the pussy in so well her shit still hurting from a week ago
0,"sometimes ppl stay married cuz its convenient. when u constantly bitch & complain & sleep in separate rooms, its time to reevaluate."
0,[MENTION] i aint light skin nigga im even colored lmao
0,cut that bitch off
0,[MENTION] somebody looks like the die on the first tubes on flappy bird lol!
0,“[MENTION]: [MENTION] ur seriously a fag”dont hate
0,"rt [MENTION]: when tupac said ""i aint a killer but dont push me, revenge is the sweetest joy next to getting pussy"" [URL]"
0,[MENTION] the worst terrorists are republican teabaggers...
0,"lmaoooo deep rt [MENTION]: that girl curved every nigga that tried to holla and nobody said ""fuck you then bitch""...[HASH]"
0,rt [MENTION]: [MENTION] autocorrect  its a bitch
0,real bitches who really hungry wont be out here arguing with bitches on twitter straight flexin
1,"[MENTION] may i jump in u ball-less dick-wad? as a conservative, feminist, disabled vet bitch, i wish u luck with a capital f. [MENTION]"
0,rt [MENTION]: jus know ...s/o to my nicca [MENTION] [HASH] [HASH] [URL]
0,nike dc is trash.
0,rt [MENTION]: polly want a cracker? [HASH] [URL]
0,"[MENTION] word, bird"
0,rt [MENTION]: dat ghetto shit aint attractive
0,rt [MENTION]: “[MENTION]: brandon is so annoying”and a lil bitch
0,rt [MENTION]: this image of peshmerga giving the heave-ho to an isis flag really brightened my friday. kick their sorry butts!! [URL]
0, leo apolonio look this niggah did a drive by on the bike [URL]
0,"rt [MENTION]: dear oreo, whats this i hear about a watermelon flavor? keep your fake fruit flavor out of my crisco sandwiches!!! love…"
0,rt [MENTION]: bobby bitch bobby bitch [EMOJI][EMOJI][EMOJI]
1,"i be sayin im done drinkin everyday but then one of my friends hit me up like ""i gotta case"" and only faggots turn down free beer"
0,"not one bitch is texting me right now. 3,000 followers, 22 inch rims, 60 inch tv and straight ass teeth but 0 text messages. ima kill myself"
0,[MENTION] aint say its wrong but its just as stupid as hoes showing up to get attention from dudes.no one is bigger than the game.
0,[MENTION] [URL] (via [MENTION])
0,"rt [MENTION]: [EMOJI][EMOJI][EMOJI] rt [MENTION]: lmfao ""[MENTION]: how side bitches be when you scoop them up in the daytime! [URL]"
0,rt [MENTION]: yankees acquire chase headley from the padres for yangervis solarte and rafael depaula.
0,i feel like i should be sad and all that pussy shit but i am just so pissed right now idk what im feeling.
0,"faded, swear to god im faded.. my bitch educated had her clients pay the payment"
0,rt [MENTION]: drop that pussy bitchhhhhhh
0,theres apparently a wee cunt whos a year younger than me called sean brown being cheeky about me lol
0,[MENTION] lmao bitch know we stand there everyday [EMOJI][EMOJI]
0,[MENTION] bitch fuck you & your dad.
0,[MENTION] already know juss ordered some of this for the weekend [MENTION] for tha white hoes [URL]
0,man i hope she dont think i think she a hoe. [MENTION]
0,you think youre pussy is wet? my kitten drowned two days ago.
0,"so was chris brown talking bout hisself when he said ""these hoes aint loyal ?"""
0,rt [MENTION]: rt if ur a sassy ass bitch
0,i like bad bitches cause they like bad bitches too
1,"rt [MENTION]: [MENTION] lmfaoo never i be dolo , i dont got no niggas, & for my old hoes fuck all them [EMOJI][EMOJI][EMOJI][EMOJI]"
0,"rt [MENTION]: idk if [MENTION] is really a man, but she surely is a trash rapper."
0,"for the insecure girl, ya name i wont mention. on instagram straight flciking, bitch you nipple slip away from stripping."
0,notice i dont make music for niggas that dont get pussy.-drake [HASH]
0,"rt [MENTION]: yes im judging you by the way you dress, bitch."
1,[MENTION] we are being overrun by mongrels because zog or the jews that run our countries want the white man to perish.
0,"""[MENTION]: @ one of your followers with this [EMOJI][EMOJI] [URL] @ somebody, bitch if you dont"
0,rt [MENTION]: winning browns! [HASH] [HASH] [HASH] [HASH] [HASH] [HASH] [HASH]… [URL]
0,rt [MENTION]: “[MENTION]: i need a bitch”[EMOJI][EMOJI][EMOJI]
0,rt [MENTION] lakers on....i thought trash day was monday
0,[MENTION] [MENTION] [MENTION] nvm thought we were talking fifa sorry matt youre not trash at zombies
0,[MENTION] she gone eat that bitch
0,"rt [MENTION]: everybody fckn everybody bitch & everybody with the shit, thats life"
1,"the nations know who we are, but we rather be real niggers & bad bitches. [URL]"
0,"tyra banks still getting paid for these americas next top model re runs, this bitch so bossy [EMOJI][EMOJI]"
0,[MENTION] [MENTION] oh you mean like how you started to be a cunt to jp about something that has nothing to do with you?
0,rt [MENTION]: vintage mickey [EMOJI] [URL]
0,im fine af in that hoe
0,time to start listing to il spook
0,"some ""dont cross me"" bitches"
0,"rt [MENTION]: .[MENTION] ""coon meat?!"" made me ill to even type that. racist much? [MENTION]"
0,[MENTION] bitch
0,plot twist i fucked your bitch
0,the shit that you bitches brag about is hilarious
1,rt [MENTION]: dat bitch katy perry can suck skin off of my dick
0,didnt know alberta had brampton bitches [HASH]
0,[MENTION] <<best name on twitter ever!! aka; jewbacca<<second best name on twitter!!
0,[MENTION] you dirty little bitch
0,got your hoe on the scroll
0,imma get home around 0300 problem is its a coon leaving the bar that drank 7 shots of crown royal think he still can drive
0,[MENTION] but [MENTION] is not even a blogger. he doesnt have the moxy or credentials to do anything by himself and create a brand.
0,wake up bitches
0,rt [MENTION]: [MENTION] [MENTION] ayyy what fags
0,"“[MENTION]: [HASH] are a whole lot better when youre driving a vehicle [URL]  ""that white pussy uhhh get ya"""
1,curse avi for coke because hes a fag and hasnt put it on yet [URL]
0,rt [MENTION]: [MENTION] pepsi and cheerios smashin on these hoes got me blue in the taco bae thinks of me flaco errybody frontin jus…
0,rt [MENTION]: “[MENTION]: im a faggot” [MENTION]
0,lmao that the funniest way to disrespect a person by calling him a itty bitty bitch. makes me feel low in life
0,know you didnt see it but i know you bitches heard it
0,"[MENTION] he needs to date a grandma , im too turnt up for his lil pussy ass, bro and i called him lil baby names like lame & dork"
0,"you boil my blood, just how spoilt and how much ae an arrogant bitch you are. if u try to show off ill flip nd most likely go nuts [HASH]"
0,another season of retweeting every one of [MENTION] s yankee tweets! [EMOJI][EMOJI][EMOJI][EMOJI]
0,may the bird of paradise fly up your nose. may an elephant caress you with his toes. may your wife have runners u… [URL]
0,"rt [MENTION]: love really is blind, stupid cunt of a feeling."
0,i bet yo bitch try n slide once i let my hair down
0,lol stop fuckin wit dem birds. rt [MENTION] fuck yall hoes all yall do is lie
0,rt [MENTION]: pm: last night this incitement was translated into the murder of a father traveling w/his family to celebrate the first nig…
0,"what a pussy so you can sub-tweet about me, then unfollow, but cant even reply and try to understand my point? yeah and im the idiot."
0,these hoes they be homie hopping !!!! but idgf aint no fun if tha homies cant have nun !!!!!!!! go up then
0,you a hoe and errbody know
0,i made ya bitch sicc wit that one [EMOJI]
0,"[MENTION] yo bitch, i miss you too."
0,rt [MENTION]: kamehamehaaaaaaa bitch.
0,on. sight!! rt [MENTION]: bitch i bet not see you in the streets [MENTION] trash ass nigga
0,i swear i hate when im somewhere and a woman catches my rubberband that clearly says kappa alpha psi and ask me am i a kappa. yes bitch lol
1,[MENTION] [MENTION] [MENTION] bernstine is chi sox jew fag.
0,rt [MENTION]: rt [MENTION]: hell wrong with yall? rt [MENTION]: pecan pie and sweet potato pie trash. [URL]
0,rt [MENTION]: i gota hand fulla brothers  trek gang bitch we hustle
0,still trash [URL]
0,rt [MENTION]: eloquently stated. “[MENTION]: god i hate tom coughlin ol ass fuckboy ass geriatric ass pussy ass bitch”
0,“[MENTION]: yall are so confused these days. [URL] somebody put that hoe in a dress
0,rt [MENTION]: big 10 been trash for years now lol its a basketball conference now
1,niggah niggah niggah dont believe me just wacthh...
1,that was my faggot rant for the night.
0,lol my brothers just said he a pussy ass niga well in the words of wizdom i second dat lmaoo leave u hurt out here
0,lmaoooooo lil dave you a hoe for that
0,rt [MENTION]: on my way to fuck your bitch. [URL]
1,"[MENTION] welcome to the movement. anyone who gets even minor publicity is a queer, fed, or jew (well, according to the internet)."
0,[MENTION] viva brazil niggah lol
0,[MENTION] [MENTION] haha noo bitch now! [EMOJI] stop playing games hoe! [EMOJI][EMOJI]
0,[MENTION] thats my nig nog
0,"i hate when a bitch cant take a compliment: ""youre so pretty"" ""no im not, im ugly"" ""well shit, you ugly then, damn....."
0,i need me a bitch
0,"""[MENTION]: yo fuck skateboarding, all yall some wood pushing faggots man, ball is life [URL] [MENTION]"
0,"[MENTION] pimpinkendotnet, sell a bitch pussy til its drip drop wet, the vet, not the pet!  hey, bitch!"
0,what up fake ass hoe? im not gone fought you today. gimme my nigga hand back
0,rt [MENTION]: [MENTION] bitch where u been
0,"rt [MENTION]: buzzfeed males who live in the city and buy meat under plastic, mock girls who use guns and go hunting. who is more manly?"
0,he went and got that bitch!!
0,rt [MENTION]: bitch we them boys
0,[MENTION]  i gots to be bein colored and all
0,"nobody bout their actions, you all pussy"
0,i always soprised dat i has mo while followers den colored
0,rt [MENTION]: russell brand mocks bill oreilly for proposing berlin wall against immigrants (video) [URL] [URL]
0,rt [MENTION]: rickie shitstache & the rest of these pussies better enjoy this back injury. 2015 will be nothing but birdie putts and…
0,i like all the kids on beyond scared straight acting like they are hard ass gangsters end up leaving balling their eyes out like bitches lol
0,yankees shouldnt rely on the long ball in the playoffs [HASH] [HASH]
0,[MENTION] i texted u fag
0,wait. what in the mudda cunt hypocrisy
0,rt [MENTION]: bitches love coming out in public naked “[MENTION]: dont do this “[MENTION]: !!!! [URL]
0,rt [MENTION]: bitches brag about goin to the gym and still be shaped like a patron bottle cuh
0,[MENTION]  was just wondering if yo espect to add mo colored tv stations befo i renew dis
0,all my hoes they so rude
0,you lil stupid ass bitch i aint fucking with you
0,"hittin licks, what you get outta that? you & yo boys is some pussy cats!!!"
0,“[MENTION]: colts nation...put yall money up”bitch chuassup we was just down 24
0,rt [MENTION]: “[MENTION]: sitting pretty makes bitches mad [EMOJI][EMOJI]”pretty much
0,okay. ill stop being a bitch now... maybe [EMOJI]
1,[MENTION] roberts is a fuckin fag[EMOJI] smack the shit outta him
0,[HASH] had that yeah!!... i kno she pussy whipped that other nigga into putting a ring on it.... [EMOJI][EMOJI]
0,if you jump someone youre a bitch
0,real niggas let real bitches cum first [EMOJI]
0,"nba, handle your zebras."
0,senior privileges bitch
1,[MENTION] [MENTION] no ur wrong stupid nigger
0,hoes will be hoes.
0,memorial weekend early bird wine walk price is still available! we have 21 participating locations [URL]
0,"[MENTION] bare ass me again, i cunt hear you"
0,"""ill slit your throat-neck"" [URL]"
0,[MENTION] dumb ass hoe
0,[MENTION] they need to stop picking up ufcs trash though and build up there own fighters more.
0,tell dem thot bitches im not right !!
0,rt [MENTION]: liberals threaten my life everyday on here. so dont mind me while im a total jackass to their butt hurt pussies right …
0,rt [MENTION]: mannn let bosh hoe ass hit that 3
0,[MENTION] that hoe over there
0,bout to get a breasts reduction these bitches be in the way[EMOJI]
0,there is a trash bag in my hall thats been there for like 2 wks. weird thing: it changes consistency every few days
1,so many hoes whipped you would have thought we were still in slavery
0,"these chubby hoes are always on a ""diet""......"
0,i got my dawg norris some blue flames for his bday dat bitch couldnt even drink it.... but u no pop alcoholic ass downed it
0,rt [MENTION]: i need a ride or die bitch! [URL]
0,idgaf if its 3pm in the afternoon bitch make my pancakes!
0,i hate hashtag activism. no lie. i think 95% of it is trash.
0,rt [MENTION]: i dont know why i go on that pancake face bitchs twitter. she gets me tight every time
0,her pussy so good like i left something
0,i dont blame crash for not sharing with you [MENTION] youll probably talk trash about it like you do food trucks [HASH]
0,"[HASH] take all three games in motown, im callin it!!! [HASH]"
0,remember when i said uchiha’s are faggots? this week sasuke reaffirms that with flying colors.
0,"tilt my chin back, slit my throat, take a bath in my blood, get to know me"
0,this is why nothing gets done. morons like coburn trying 2 ad a gun amendment 2 a public works bill. push back on the [HASH] [HASH]
0,crack cocaine can steal your bitch from you
0,[MENTION] you do got alla da hoes..
0,1-800-slap-a-hoe
0,"rt [MENTION]: one more from [MENTION]: ""yankees wouldnt be letting polanco sit in minor leagues, because theyre all about w…"
0,rt [MENTION]: personality rt [MENTION]: how fat bitches be in relationships before the pretty women? lets see the answers lol [EMOJI][EMOJI][EMOJI]
0,you niggas puttin bitches you havent even fucked yet on a pedestal. scratch her off your hit list b. you aint never hittin that.
0,"if you like [HASH] or [HASH] and you tweet bad about [HASH]..............you are a fuckin"" [HASH] [HASH]>"
0,"yeah im livin right, these bitches dead wrong"
0,[MENTION] charlie day?
0,[MENTION] naw where can i see that hoe at
0,rt [MENTION]: i need a new bitch !
0,[MENTION] faggot is a public spectacle. most gays are not fags. public display gets public opinion.
0,"yea oscar your a grouch.. ""bitch i live in a fuckin trash can"""
0,my nig jus found out his girl fuckin anotha nig so he meets up wit dis nigga.....
0,rt [MENTION]: girls wanna hoe around and turn up but gone regret the shit afterwards.
0,"rt [MENTION]: ""why do you always wear black""   cause i’m ready for your funeral bitch"
1,[MENTION] oh no. they drafted that gay ass that come out on tv? well u welcome to redskins nation. no queers just a lot of niggers.
0,"white kids, black kids, yellow kids hell even purple kids, if you carry yourselves like daniel [HASH] you will go far. [HASH]"
0,"tarantulas are dope but the spiders that are small n can kill you.. fuck dat rt [MENTION]: spiders arent scary, sheesh y’all some pussies"
0,rt [MENTION]: any man who orders a 6 inch sandwich at subway is a pussy bitch. [HASH]
0,"its not often you see the words ""disingenuous,"" ""egregious,"" and ""cunt filth"" all in one sentence and properly used. [HASH]"
0,[MENTION] how dare insult that pearl harbor vet. you are a dumb cunt.
0,rt [MENTION]: another movie thats gonna make you question your bitch [EMOJI][EMOJI] [URL]
0,rt [MENTION]: dont block me because you think a post is about you...just ask me. like a boss. you employee ass bitch.
0,rt [MENTION]: dont be a bitch to me. ill be a bigger one and ill win.
0,"rt [MENTION]: working theory: this ""selective race"" abortion ban passed in florida today was just an excuse for redneck reps to say ..."
0,these bitches dead be sucking and fucking niggaz with no condom...then wanna rock a whitw dress the next day like bout dem clean
0,except i used to be super tan and now im yellow/pale lol...
0,[MENTION] [MENTION] [MENTION] [MENTION] let one of them dingy real nigger dogs catch it. miss torah dont want that thot shit
0,[MENTION] remember 94 can be a bitch! stop to drink if you get stalled [HASH] advice!
0,"bobby bitch, make that body flip, you know i dont know karate bitch"
0,broke bitches that talk shit those the ones that i stunt for [EMOJI]
0,"rt [MENTION]: my boy is obviously gonna be slaying all the pussy tonight, dressed as a ninja turtle [URL]"
0,rt [MENTION]: no bitch i wanna roll a fucking blunt
0,im a big bitch and 4 is the goat rt [MENTION]: im too lazy for 4.
0,rt [MENTION]: you cant appreciate a woman if youre entertaining hoes.
0,"""[MENTION]: “[MENTION]: so hot!! rt [MENTION]: lick it, bitch [URL] fuck yeah. eat that trainer u dirty fucker"
0,only tweet me if that pussy got superpowers
0,rt [MENTION]: have to go with the slant pass to your outside linebacker in that situation.
0,[MENTION] got it! thanks hun! ima text u
0,[MENTION] sum bitch that looks good! where does a man such as myself pick up one of those?
0,"rt [MENTION]: bitches always uploading pics of a famous couple doing simple shit, like holding hands talkin bout ""want this"" bitch r…"
0,dont get yo bitch ass killed in new atlanta baby!
0,if my friends dont wanna hangout my automatic response is to call them a bitch. whoops.
0,this is why i love birds. [URL]
0,these hoes be busting nuts when they get a rt
0,god youre a faggot if you dont think superman is the best superhero
0,[MENTION] choke on bread bitch
0,"hate when bitches talk like they rey fuck your brains out then be like ""im just filrting"" lmao fuck u bitch"
0,rt [MENTION]: ima catfish a bitch with fake arms
0,[MENTION] lmao bitch is dumb slap her up
0,rt [MENTION]: nigga. the homemade tuna salad wit the saltine crackers tho?
0,"[MENTION] nigga said ""i woke up in a bed fulla bitches that i aint een fuckin"" but idc his shit bout to be 10x harder"
0,[MENTION] should have fucked that bitch up
0,[MENTION] [MENTION] we outchea bitch
0,rt [MENTION]: [MENTION] bitch doing a keg stand at this party [URL]
0," ima pull up , eat on that pussy and dip 󾍃[EMOJI] ,"
0,1) vader is a sith. not a jedi. duh. 2) vader is also a whiny bitch. 3) yoda is motherfucking yoda. [HASH]
0,[MENTION]  she colored not lebanese
0,whoever jumps in on a 1on1 is a bitch.
0,"[MENTION] thanks walking dead bro steve for mend..usmc ""come on you son-n-bitches you want to live forever""! dog"
0,bitches dont wann fxck me no more bitches wanna fxck all my bitches
0,"rt [MENTION]: you got hoes, i got niggas."
0,rt [MENTION]: dont be afraid to let your feelings show. unless youre a bitch.
0,you cant owe me shit i dont trust niccas!
0,[MENTION] im not gone see your baby monkey lil ass anyway funky ass
0,this bitch... lol
0,"rt [MENTION]: even if you hate the yankees there is no way you cant like derek jeter, he is one of the classiest and most respectful playe…"
0,[MENTION] [MENTION] youre saying zebras are goth?
0,charlie and i!:) love that dog!!:) [URL]
0,my down bitch [EMOJI] my crime partner [EMOJI][EMOJI] ima bitch when he get mad [EMOJI] my lil doctor [EMOJI][EMOJI][EMOJI]
0,nobody likes bloody nips!
0,[MENTION] she is a bitch ! this mess is all bos fault! all of it!
0,"rt [MENTION]: if i hit ya nigga , bitch im sorry [EMOJI][EMOJI]"
0,[MENTION] so some of yal bitches need to stock up on jello to fix yal broke up ass personalities [EMOJI]
0,"""[MENTION]: hardcore way to eat mac and cheese 1. boil water  2. snort cheese powder 3. drink boiling water  4. fuck bitches"""
1,[MENTION] your so fucking retared its not even funny bitch im going to sleep u
0,just found out [MENTION] has an [HASH] president! [HASH] are my team [HASH] [HASH] [HASH] [HASH] [HASH] 20-2 tonight!
0,rt [MENTION]: you stupid lil ass bitch i aint fuckin with chuuu.
0,"all i ask for is love n loyalty. . nothing else. no arguing over other bitches/niggas , no he say she say , no social media bs... just love"
0,weont get head from hoes wit overbites..
0,[MENTION] youve got no sole
0,niggas really be dickin over these hoes ona gram! thats the reason they got the big head now!!
0,rt [MENTION]: [MENTION] [MENTION] bum ass bitch u look like a hype thot ass u a hot ready dirty ho [EMOJI]
0,"seconds from the end, whats it gonna be, pull the trigger bitch."
0,"[MENTION] i never did those games, but i was obsessed with angry birds. which is why it took me so long to do ccs. i was scared. lol"
0,bobby bitch
0,[MENTION] i knew farquaad a faggot
0,heard some good news today and all i gotta say is karma is a bitch [EMOJI][EMOJI][EMOJI]
0,oi look at this pussy on your bed [MENTION] [URL]
0,why these hoes always tryna be bitches? dont they know that hoes cant be bitches.. cause they hoes! [MENTION]
0,damn i hate a bitch who like to argue and shit
0,i dont know a niggah that could cover for me
0,"so buy another round, they tried to shut us down bout an hour ago, but we still in this bitch. early not late!!! follow [MENTION]"
0,im hun-gry
0,rt [MENTION]: when you die on flappy bird [EMOJI] [URL]
0,i turn cassey to a nasty hoe rihanna to a classy hoe
0,[MENTION] vegeta is a little bitch [HASH]
0,"""yo mama, bitch."" rt [MENTION]: what was the one sentence that ended your relationship?"
0,"""baby i like being on your left side"" no bitch you cant be there cuz the street on that side and twitter said i aint real if you do"
0,"fight me you tubby bitch ""[MENTION]: ill fight anyone”"
0,rt [MENTION]: if we date[EMOJI][EMOJI] get rid of ya exs  [EMOJI][EMOJI][EMOJI][EMOJI][EMOJI][EMOJI]  ill get rid of my hoes [EMOJI][EMOJI][EMOJI][EMOJI][EMOJI][EMOJI][EMOJI]  we dont need no interference  [EMOJI][EMOJI][EMOJI][EMOJI][EMOJI][EMOJI][EMOJI]
0,or she just cant afford winter clothes rt [MENTION] summer hoe = winter muslimah
0,rt [MENTION]: “[MENTION]: pau a hoe. how u gon play after the trade deadline” i dislike that guy. yea he helped bring two chips but he soft a…
0,rt [MENTION]: [MENTION] they sound like soulless cunts
0,im sorry.. im sorry.. i cant fuc wit u no mo hoe.. and im sorry [EMOJI]
0,why is it always the fat bitches talking shit?
0,only for one reason cause a bitch wont go gay . if your name nt smurf . i see noone
0,[MENTION] if you say one disparaging word about the charlie brown xmas special i will slash the tires on your car.
0,“[MENTION]: we out! brooklyn bound wit this money. feelin like yung jeezy in this bitch! [EMOJI][EMOJI] [URL] lmaoooo
0,damn charlie wilson is still around?
0,"i got a thick ass neck, tho. 17 1/2 or 18 on these hoes. cant zip my half zip fleece out this bitch."
0,[MENTION] its retarded. ignore the harlem shake fad and hope it goes away soon.
0,[MENTION] nigga u just called me a bitch last time i check im a fucking nigga get out there and ill show u what a real fight like
1,omg rt [MENTION]: fat bitch. whats her @? [URL]
0,im rick james bitch!
0,gta online today bitch ass niggas
0,rt [MENTION]: quan helps everyone out with random questions and computer stuff but no one can oop him grs?! something aint right abo…
